240*40,Commodity,,,S&P500 (US),,,,,,,,,,,,,Mexican Bolsa (Mexico),,,Brazil Bovespa (Brazil),,,FTSE 100 (UK),,,DAX (Germany) ,,,CAC 40 (France),,,Nikkei (Japan),,,Hang Seng (Hongkong),,,Shanghai Composite,,,,
,GOLD,CRUDE OIL,CORN,3M,APPLE,COF,SCHW,COCA COLA,BAC,CSX,DTE,EXELON,NUE,TXT,DIS,XEL,GRUPO MEXICO 'B',AFLAA,FEMSAUBD,USIM5.SA,BBAS3.SA,TRPL4.SA,TESCO,BP,BT GROUP,BMW,ALLIANZ,SIEMENS,TELEPERFORMANCE,L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,LVMH,SONY GROUP,TOYOTA MOTOR,FUJITA ENGINEERING,HSBC HOLDINGS,CK HUTCHISON HOLDINGS,HANG SENG BANK,Shanghai Airport,SPDB,HISENSE,,
03/10/2009,1.024435129,0.999398406,1.066225166,1.012813292,1.110184594,0.952094091,1.046368715,1.086526825,0.970308789,0.93763634,0.982962749,0.984811166,1.00658044,1.038552788,1.069575472,0.9790923,1.051428571,1.141327623,1.288481352,1.070051716,1.176105508,1.090443686,1.054622759,0.997856277,1.00390625,1.05075219,1.071177161,1.021790364,1.015270708,1.025045759,1.025918737,1.008230453,0.877922078,0.929752066,1.068518519,1.056578339,1.004545455,0.956490728,0.971326165,1.147169811,,
03/11/2009,1.05743513,1.140857788,1.133540373,1.029612123,1.020821976,1.127749322,0.920448478,0.986077594,0.905752754,1.103721738,1.104289072,0.960608587,0.880072137,1.057110223,1.01506799,0.9734375,1.107859532,1.046904315,0.90564529,0.991652021,0.959102902,0.953051643,1.05333436,1.08406501,1.029571984,0.999213342,0.949251552,1.008431958,0.980401094,0.999595259,1.043871945,1.071428571,1.056213018,1.048888889,0.990179087,1.018900594,1.008144796,1.126025354,1.179581796,1.315789474,,
03/12/2009,1.143881837,1.0257222,0.978082192,1.041722927,1.040942873,0.986374566,1.03712297,1.078125,1.064864865,1.049597672,1.120510774,1.085050987,1.102202869,1.086439762,1.098117306,1.110754414,1.150566038,1.184587814,1.081052446,1.119627825,1.048830812,1.014778325,1.044173574,1.003618818,1.079365079,1.016060463,1.082948718,1.054255718,1.025569503,1.085211882,1.048116415,0.942857143,1.053221289,0.921610169,1.094515753,1.043790136,1.048473968,1.020529801,0.954118874,1.31375,,
03/01/2010,0.904290429,0.99537037,1.053221289,1.071548931,1.072537088,1.038461538,1.052572707,0.99528549,0.955583756,1.004974104,1.034900285,0.977204559,1.084127353,0.935355545,1.06330366,1.022157996,0.981633322,1.024205749,1.02335838,0.96082311,0.973770492,1.037216828,0.997782032,1.03021978,0.945378151,0.991786766,1.037409731,1.00094249,1.028105168,1.033226854,1.083793748,1.078787879,1.031914894,1.011494253,0.953091684,0.990128704,0.982020548,1.130434783,0.981420765,1.090390105,,
03/02/2010,1.017198905,0.979328165,0.861702128,0.985847345,0.945429904,0.953312467,0.965462274,0.962631579,1.031208499,0.907611688,0.979123652,0.935338654,0.89903537,1.087719298,0.953488372,0.985862394,0.932175075,1.041358936,0.87980846,1.016474465,1.005050505,0.918096724,0.996162576,0.957166667,0.988148148,0.97671875,0.919776332,1.019258443,1.102733686,0.950859718,1.039168664,1.177902622,0.87628866,0.954545455,0.95917226,0.943660753,0.956408021,1.017221584,0.916481069,1.027923211,,
03/03/2010,1.02493609,1.041292876,1.098765432,0.993865031,1.050692863,1.033105335,0.997248211,0.982868599,1.05408886,1.090204499,1.04475164,0.972872457,1.029089175,1.038123167,1.028943089,1.014818356,1.141218638,0.995744681,1.033381713,1.025931929,0.98559464,1.031435854,1.021445517,1.051889256,0.882308846,1.008958567,1.089330025,1.019661501,0.960415834,1.126536108,1.036587476,0.99682035,1.005882353,0.99047619,0.949854227,1.01637931,0.99088423,1.070541761,1.042527339,1.020373514,,
03/04/2010,0.98477224,1.050677816,0.901685393,1.035185185,1.127258865,1.100900424,1.027593819,1.025403301,1.102015883,1.087955581,1.017716977,0.995727457,1.064643188,1.007532957,1.12357775,1.008007537,1.037374372,1.126780627,1.036341292,1.221169036,1.012916383,0.955518946,1.006898772,1.045025658,1.060322855,1.114000317,1.067767654,1.127044907,1.06244796,1.009895385,1.049389806,1.138755981,1.10380117,1.074519231,0.974217311,1.065490047,1.001839926,0.989984186,1.104895105,0.911813644,,
03/05/2010,1.048522551,1.062944652,1.080996885,1.071079308,1.128745179,1.109694491,1.050483351,0.972151899,1.001108647,1.101534483,1.077787572,0.996612466,0.999564744,1.097663551,1.056540084,1.03271028,0.974265819,0.98482933,0.978485516,0.876778784,0.990268456,0.997413793,0.992349153,0.911610962,1.015224359,1.063051523,0.931093333,0.973487434,1.038401254,0.980961884,0.985101824,0.915966387,0.970860927,0.973154362,0.995589162,0.940008807,0.982552801,0.854100106,0.898734177,0.803832117,,
03/06/2010,1.031698945,0.830516166,0.936599424,0.872285937,0.987868594,0.892911338,0.853783231,0.981212798,0.875415282,0.922083614,0.938458393,0.870382959,0.926192031,0.879097488,0.924121406,0.937104072,0.926041019,0.935815148,0.972299169,0.82958318,0.90511691,0.95505618,0.957262203,0.751086012,1.053670087,1.04793145,0.931378165,1.016889207,0.849811321,0.998387704,1.020737588,0.850458716,0.914051842,0.965517241,0.92278481,0.918,0.965420561,0.820448878,0.883802817,1.113507378,,
03/07/2010,0.990757856,0.976369348,1.049230769,0.991447536,0.938512945,0.957271182,0.834730539,0.948815166,0.875395319,0.899662202,0.990631808,0.98620151,0.877291961,0.778208232,0.90406223,1,1.011073826,1.090534979,1.019764957,1.089373055,0.992137776,1.025339367,0.919219118,0.744939271,0.948314607,0.967164942,0.987699877,0.964085985,0.892984014,0.986054633,0.953193599,0.830636462,0.901492537,0.995238095,0.983539095,1.027694361,1.009680542,0.875379939,0.976095618,0.832823649,,
03/08/2010,0.984991708,1.156407387,1.058651026,1.122827346,1.060696427,1.0634035,1.068866571,1.126473526,1.036127168,1.126201258,1.017813943,1.119852165,1.068060021,1.312383323,1.090184831,1.067117335,1.12446067,0.986163522,1.098830103,1.007346939,1.116981132,1.060900265,1.048569336,1.290838509,1.134281201,1.138309115,1.130759651,1.076712808,0.967180507,1.078086471,1.117051385,1.181385281,1.039735099,1,1.150627615,1.063254393,1.036433365,1.158854167,1.091156463,1.102815177,,
03/09/2010,1.049751663,0.905758529,1.163434903,0.957229675,0.987941761,0.970426902,0.930201342,1.020929408,0.941422594,0.999072968,1.027225583,0.995285243,0.970396387,0.896633476,1.013446361,1.031674208,1.027154664,0.973214286,1.055935166,0.886547812,0.9625,1.004159734,1.029258437,0.966438109,0.95821727,1.025763027,0.93061674,0.962701107,1.009254499,0.979011855,1.036368996,0.91058996,0.926433121,0.947368421,0.946060606,1.028973272,1.006475486,0.961048689,0.935162095,0.980022198,,
03/10/2010,1.05744186,1.107653266,1.047619048,1.049592717,1.091778658,0.965839273,1.019480519,1.027102154,0.985185185,1.027764114,0.977702987,1.01918522,1.004912099,1.097303014,0.961638304,1.018859649,1.104310345,1.035386632,0.965537998,1.015082267,1.148473148,1.077879039,1.035939318,1.096589495,1.037790698,1.120488743,0.983431953,1.028962176,1.064696893,1.033672917,1.069575935,1.021327968,1.025438295,1.045454545,1.021140295,1.18250851,1.048713235,0.974279034,0.929333333,0.922989807,,
03/11/2010,1.008645336,1.031351742,1.272727273,0.973522027,1.107175421,0.960814249,1.096249115,1.047868742,0.866165414,1.138687203,0.996987952,0.947013711,0.991510162,1.041927711,1.088482304,1.027981059,1.073380172,1.043037975,1.056109726,0.950022512,1.042481663,0.99923136,0.990666012,0.997275823,1.104341737,1.043820679,1.08387485,1.069972583,1.064593301,1.051848463,1.103185809,1.035066982,0.953402615,0.95410628,1.035131744,1.072276351,1.024539877,1.1168,1.133428981,1.134969325,,
03/12/2010,1.05800621,1.059862037,0.978571429,1.01922626,1.014832519,1.026483051,1.041316979,1.041162228,1.029513889,1.025472018,0.983599482,0.982822086,1.035547483,1.096207216,1.035822541,0.99958124,1.065454545,1.152912621,1.044126328,0.87535545,0.955731457,1.064615385,1.006588269,0.99066697,1.110336081,1.235442058,0.960253136,1.092176359,1.108764045,0.989175641,1.049138004,1.149600305,1.151547117,0.992405063,0.984242424,0.924665455,1.098374679,0.891117479,0.873417722,0.92972973,,
03/01/2011,1.0074262,1.060121346,1.089416058,0.998274672,1.038219651,1.127192982,1.084934904,1.011162791,1.196458685,1.019096414,0.999780606,1.047191011,1.10774242,1.013080169,1.006118649,0.987012987,1.152901024,1.074736842,0.980070671,1.021115322,0.963190184,1.015895954,0.99556619,1.069738051,1.032552827,0.960068901,1.040582726,1.049944534,1.031617349,1.040625173,1.021775303,0.969205298,0.983206107,1.058673469,0.985837438,1.078047764,1.012461059,0.995980707,0.965217391,0.895348837,,
03/02/2011,0.940548662,1.060145682,1.065326633,1.013365595,1.042080133,1.122682536,1.019428571,0.959368292,1.016913319,1.05880713,1.017335967,1.028612303,1.090477268,1.136609746,1.070861978,1.00466893,0.97059404,1.118511263,0.939284684,1.014846235,0.931847134,0.911806543,0.952943117,1.026635163,1.022676991,0.937041266,1.172222222,0.995008744,1.034184676,0.969290353,0.940087947,0.979501196,1.068322981,1.060240964,1.087445347,1.070795238,1.027692308,1.146892655,1.03003003,0.997402597,,
03/03/2011,1.065436682,1.13221437,1.091194969,1.05525867,1.046935764,0.998369011,1.062780269,1.0479463,0.988911989,1.089205627,1.026315789,0.9594344,0.99502178,1.000732869,1.088148148,1.010984368,0.935542904,1.07530648,1.062183326,1.029780564,1.009569378,0.99375975,0.992581786,1.028350246,0.99242834,1.016013925,0.99014218,1.030744633,1.020896657,1.00912782,0.966210867,1.026857342,1.087209302,1.022727273,0.967260195,0.91308105,0.934131737,1.03096411,1.055393586,1.162760417,,
03/04/2011,1.002970576,1.026441266,1.028818444,1.003447904,0.958283365,1.063712477,0.976265823,1.025163947,0.936930624,1.048745111,1.037410677,0.994443102,0.963101939,1.003295496,0.972316769,1.006268282,0.972614649,1.059446254,1.01936976,0.991882293,1.014895058,1.026687598,0.967539424,0.956256358,1.025613079,1.045228713,0.964005361,1.024534647,1.002046892,1.012771186,1.000442071,0.907608696,0.897058824,0.955555556,0.967933492,1.034989335,0.996794872,1.018430034,1.051104972,1.017917133,,
03/05/2011,1.082599907,1.047466216,0.981792717,1.039729411,1.01056421,1.037435208,0.97460832,1.009818506,0.942408377,0.981736972,1.042544571,1.026724976,0.997619048,0.927007299,1.005134189,1.014950166,0.865027933,1.054573405,1.027793534,0.75601023,0.937291528,0.939602446,1.04382306,0.974361702,1.032412327,1.038190461,1.050148957,0.980294485,0.952089136,1.046658937,1.066814548,0.866766467,0.980625931,0.893023256,1.034969325,0.948901324,0.976688103,0.966487936,1.010512484,1.084708471,,
03/06/2011,0.997290131,0.927995485,1.067047076,0.936693174,0.98632968,0.95392302,0.929046563,0.965380082,0.895238095,0.971774442,0.976680917,0.9813062,0.876545888,0.862992126,0.914325517,0.995090016,1.058899509,0.974489796,1.011865342,1.00270636,0.975088968,1.015459723,1.021065614,0.99213888,1.019042717,0.954531102,0.88141844,0.940720829,0.90072167,0.934337458,0.980920981,0.91925734,0.981762918,1.0078125,0.95317131,0.967681155,1.000823045,0.916088766,0.918075423,0.859026369,,
03/07/2011,0.965365039,0.963159267,0.835561497,1.065821389,0.99947822,1.021338506,0.997613365,1.039066077,0.983156028,1.061920964,1.010744131,1.045333976,1.028960396,1.092153285,1.008633824,1.013980263,0.952915345,1.062827225,1.089855468,0.923076923,1.026277372,0.998397436,0.967676475,1.011665016,1.00959596,1.122394972,1.044952258,1.03835019,0.90645301,1.064152016,1.064270372,0.998121184,1.03250774,0.994832041,0.958333333,0.974315908,1.022203947,0.961392884,0.964589235,1.063754427,,
03/08/2011,1.122500926,1.039152007,1.1648,0.8914865,1.143654205,0.872934473,0.897727273,1.004552798,0.860234445,0.881014547,0.954330709,1.00438293,0.898243926,0.86299081,0.942346425,0.950932685,1.018945212,0.951442646,1.04253722,0.770467836,0.897937411,0.904494382,0.940058918,0.942021103,0.983991996,0.97008547,0.873716632,0.861003488,0.857142857,0.947086253,0.962654537,0.904941176,0.935532234,0.987012987,0.999351071,1.051852756,0.968624296,1.039370079,0.95154185,1.023307436,,
03/09/2011,1.124627318,0.987412102,1.023351648,0.920747273,0.95281875,0.919930374,0.768820786,1.019590643,0.759958071,0.870448772,1.023927393,0.978640331,0.912426352,0.753146176,0.867218808,1.032409382,1.018090452,0.895710059,1.01176047,1.082542694,1.093861386,1.065661047,0.994555836,0.864665127,0.849517031,0.822725201,0.802585194,0.854377234,1.005295429,0.947862642,0.942220313,0.845033801,0.868910256,1.007894737,0.872077922,0.879695431,0.934385382,0.968939394,1.00308642,0.992407809,,
03/10/2011,0.879571349,0.928521189,0.771812081,0.893887839,1.001474672,0.892857143,0.947140381,0.938055635,0.762758621,0.894455253,0.96817083,0.966909176,0.90724978,1.074550129,0.89340727,1.003717472,0.808983218,0.943022296,1.069624007,0.884312007,0.866401159,0.995836803,0.98787717,1.033253205,1.020945542,0.855797637,0.988140556,0.947643034,0.863598558,0.975027772,0.858869639,0.885538462,0.971966064,0.992167102,0.868950112,0.768757728,0.795555556,0.922595778,0.918461538,0.88852459,,
03/11/2011,1.06679402,1.066281602,1.126956522,1.122797124,1.076001973,1.238145695,1.180237877,1.04937328,1.24954792,1.188145731,1.085934249,1.082281553,1.246522161,1.131578947,1.207931034,1.0781893,1.137278829,1.135726795,0.995120869,1.130822597,1.054743,1.035117057,1.097686236,1.180560941,1.12954279,1.305285868,1.177952289,1.153663689,0.944462279,1.063798019,1.204610198,1.05628909,0.950664137,0.973684211,1.122536418,1.136503035,1.090502793,1.113559322,1.082077052,1.092250923,,
03/12/2011,0.993019118,0.975224225,0.901234568,1.001506781,0.966829682,0.970047069,0.904651163,0.966933722,0.816208394,0.990846682,0.990419621,0.971742543,1.046457306,1.006871036,1.045104196,0.986259542,0.985246781,0.99614495,1.007800312,0.914986854,0.985736926,1.010500808,0.995838463,1.017735932,0.962636222,0.920495868,0.982389937,0.983731296,0.991842284,0.99631258,0.984335025,0.917763158,1.035528942,1,0.940458015,0.988583613,0.969262295,0.997716895,0.952012384,0.868243243,,
03/01/2012,0.918245258,1.017483154,1.109589041,1.046765296,1.055245403,0.964931628,1.003427592,1.056643567,1.028368794,1.018013857,1.042174502,0.97092084,1.004960317,0.97847769,1.0464354,1.058049536,1.019057991,1,1.060039805,1.019157088,0.971864952,1.147082334,1.015429886,1.013446644,1.073315364,0.986676243,0.994148528,1.021877431,1.209732694,1.060956355,0.964731463,0.990681004,0.988820355,1.135135135,0.982954545,1.031876921,0.990486258,0.933638444,0.965853659,1.027237354,,
03/02/2012,1.08659601,1.009933775,0.992283951,1.050784525,1.117813275,1.126857143,1.093936806,0.970630168,1.351724138,1.051270417,0.997029887,0.944140718,1.120681145,1.396459227,1.044113808,0.970007315,1.134117018,1.061145511,0.966412851,1.109022556,1.129032258,0.924041812,0.794277365,1.028553232,1.074836765,1.269927932,1.139832309,0.987205327,1.118696884,1.005129312,1.152919782,1.038350217,1.130214425,0.935714286,1.104046243,1.116687323,1.073639274,1.060457516,1.111111111,1.255050505,,
03/03/2012,0.983125825,1.103057156,1.017107309,0.997606292,1.186001182,1.011967546,1.078844653,1.016157462,1.036989796,0.895986189,1.011915844,0.978851964,0.959480291,1.038033039,1.059,0.992458522,0.955005889,1.028446389,1.040474906,1.015254237,1.047619048,1.097285068,0.974277217,1.024767802,1.012149533,1.007509315,1.029943503,0.989156736,1.035198785,1.002858432,0.998840628,1.218815331,1.143497758,1.017811705,1.051608078,1.063925655,1.068588469,1.031587057,1.027272727,1.413480885,,
03/04/2012,0.976498258,1.009077763,1.004587156,1.014510969,1.154334462,1.129284426,1.068017366,1.066204105,1.167281673,1.066955684,1.01600736,1.001286008,0.982786321,1.069207994,1.021954674,1.016717325,1.003700049,1.082269504,1.129979253,0.992487479,0.899300699,1.076975945,1.044150041,0.935045317,1.052169898,0.967228038,0.98639605,1.009356797,1.042563601,1.034605787,1.006581124,0.975986278,1.07239819,0.955,0.990042674,0.924672251,0.954418605,0.964899178,0.920353982,0.848398577,,
03/05/2012,0.976255364,0.930658387,0.96803653,1.006757518,0.924522929,0.986155485,0.928184282,1.04989154,0.842992624,1.013995485,1.016841724,0.997174416,0.90098085,0.903080651,1.012012012,1.005605381,1.003194888,1.014416776,0.981455981,0.893187553,0.878693624,1.010210593,0.957566077,0.938502962,0.947345327,1.052926471,0.943287732,0.909935019,0.957297044,0.968519959,0.994999979,0.743995313,0.901547117,1.007853403,1.028017241,1.014548394,1.047758285,1.026315789,1.060897436,1.001677852,,
03/06/2012,0.986440076,0.841402908,0.910377358,0.926837454,0.964195137,0.87113031,0.883211679,0.943827479,0.8775,0.904719501,1.003739982,0.945388975,0.927164334,0.86968187,1.013467245,1.039018952,0.902253797,0.94250646,1.031428304,0.774011299,0.882743363,0.946936197,0.940452586,0.922653202,0.941176471,0.819061719,0.826543727,0.94323573,0.882352941,0.953297198,0.870892834,0.797637795,0.939157566,0.94025974,0.850454228,0.847988449,0.930232558,0.972096531,0.927492447,1.054438861,,
03/07/2012,1.004846898,1.024603497,1.231433506,1.082679541,1.068489117,1.138429752,1.076859504,1.083048297,1.148148148,1.093503937,1.056600426,1.019346049,1.087503495,1.106214191,1.094369369,1.027181688,1.097203367,1.15010281,1.099755146,0.810218978,1,0.979319546,1.06850507,1.076865672,1.05265748,1.010981516,1.154065621,1.043202795,0.982222222,1.077003405,1.088326609,1.109575518,1.069767442,1.049723757,1.142152835,1.080617697,1.072,0.972071373,0.921824104,0.91183479,,
03/08/2012,0.988883056,1.08136535,1.143057504,1.022296544,1.027177391,1.045009074,0.982348427,1.021096513,0.921836228,1.040054005,1.035264484,1.02833467,1.013881748,1.054183267,1.024284832,1.020891365,0.965107647,1.042312277,0.945411066,1.166666667,1.158897243,0.945504087,0.997650965,1.011665512,1.011220196,0.983166914,1.024103832,1.072490738,1.111142534,1.019371245,1.045677272,0.798042705,0.951863354,1.010526316,0.943884892,1.083967253,1.01119403,1.023144453,0.955830389,0.744773519,,
03/09/2012,1.057977079,1.061112131,0.991411043,1.009814613,1.080457313,0.981764502,1.05390625,0.925398986,1.075370121,0.971873648,0.947283049,0.948011437,0.954614604,1.009826153,0.993972272,0.951227831,1.014615385,0.98913665,0.987701701,1.037323037,1.016435986,0.793948127,1.064106991,1.013129353,1.028663893,0.980785727,1.055630658,1.0420689,0.995673199,1.008861125,1.014040487,0.976588629,1.008156607,0.895833333,1.02972561,1.028889854,1.023062731,0.929797192,0.979667283,0.990643275,,
03/10/2012,1.050159978,0.947941889,0.934405941,1.012742981,1.009335606,1.037148417,0.945885841,1.022459893,1.140175219,0.943009795,1.031335616,0.977515766,1.00876494,0.952844311,1.060642814,0.997848691,1.073540561,1.083815029,1.037972448,1.244416873,1.056595745,0.789473684,0.966130698,0.989519946,1.045393258,1.012873885,1.053064865,1.045653391,1.153885481,1.027090262,0.9142306,1.060502283,0.972491909,1.00872093,1.074019245,1.084187278,1.07754734,0.990771812,0.973584906,1.155844156,,
03/11/2012,0.945136176,0.971629265,0.977483444,0.948709746,0.859038461,1.047245437,1.076802508,0.969665272,1.081229418,0.975448536,1.017433173,0.919214586,1.070036862,0.984681854,0.95025729,1.002515271,0.995527307,1.042133333,1.005444955,1.008973081,0.92992348,0.937931034,0.990228112,1.014007516,0.978073947,1.117051774,1.037459283,1.003170283,1.042312805,0.952194505,1.093815936,1.005382131,1.044925125,1.008645533,1.074431427,0.999131229,0.994979079,0.987298899,1.040697674,0.863125638,,
03/12/2012,1.020739287,1.057834945,1.01897019,1.014948859,1.016276699,0.933713355,0.945414847,1.008090615,0.994923858,0.947241045,0.988577023,0.894415624,0.991141732,0.920622258,0.98856799,0.965591398,1.015842989,1.151484135,1.084955153,1.267786561,0.955391945,0.922794118,0.992937984,0.966194969,1.021538462,1.051110012,1.048246991,1.003160264,1.145377258,1.019799828,1.046923212,0.853319058,1.119426752,1,1.003848621,1.007780759,0.991589571,0.975128645,0.95716946,0.964497041,,
03/01/2013,0.978644929,1.004348984,0.91356383,1.048394241,0.924777768,1.056166056,1.159353349,1.0058855,1.220408163,1.04036791,1.014031033,1.025588536,1.109483615,1.113084922,1.038953135,1.013363029,1.123137803,1.024,1.016456091,1.014029618,1.192656392,1.108897742,1.085440089,1.026851098,1.025387263,1.111545816,1.077875399,1.055813686,1.039710521,1.011671572,1.037105098,1.202007528,1.13940256,1.04,1.064536741,1.031700931,1.01187447,1.095866315,1.350194553,1.240490798,,
03/02/2013,0.993587644,1.033050548,1.081513828,1.072779127,0.836791405,0.93311313,1.112217795,0.998404255,0.97909699,1.076620825,1.041347876,1.032268796,1.051241889,1.124562086,1.066002734,1.026007326,1.014715026,1.0625,1.073812629,0.777863182,0.923603193,1.068263473,1.030272683,1.069730586,1.111204364,0.986939953,0.977213783,0.955951878,1.064251294,1.006397615,0.990789902,1.41440501,1.122347066,1.071428571,1.056422569,1.048995718,1.066219614,1.071428571,1.204610951,1.149357072,,
03/03/2013,0.945895254,0.948588537,0.97846568,1.021760536,0.948965168,0.918053097,0.979104478,1.030900373,0.968403074,1.04790146,1.038455526,0.996132775,0.944444444,0.985462098,1.013555596,1.024991075,1.040236928,1.033905229,0.999928546,0.941699605,1.103703704,0.959641256,1.024550782,0.944656085,1.01397281,0.930698379,0.986255924,0.989553047,1.095254067,0.983535168,0.939577869,1.025830258,1.0567297,1,0.969318182,0.941416613,0.992138365,0.990262172,0.934210526,1.037865749,,
03/04/2013,0.995242349,0.980521237,0.902338377,1.01840609,1.00353196,1.044148834,1.021341463,1.037984496,1.041446208,1.042664345,1.030106879,1.116143643,0.970700924,1.001756235,1.034700886,1.039010798,0.934223444,0.987751877,1.045590968,1.145855194,1.00857569,0.948598131,1.022336071,1.034838132,1.037243948,0.984240399,1.027390678,1.057279889,1.007962027,1.016421926,1.031963871,1.129496403,1.008421053,1,0.972450176,0.963833608,0.994453249,0.998487141,0.900128041,1.072968491,,
03/05/2013,0.934341184,0.962291916,1.048780488,1.020344436,1.041644521,1.080502216,1.042985075,1.051530993,1.036409822,1.035908142,1.060938185,1.037971014,1.042953332,0.901823282,1.131877729,1.045591686,0.918453132,0.926,0.971774194,0.847069597,0.916451017,1.045566502,0.973644439,1.020350725,0.987432675,1.056861425,1.082319925,0.959500327,1.020203555,1.014177982,0.997050073,1.036305732,1.146137787,1.043589744,1.027727547,1.013088529,1.026294821,0.974242424,0.995732575,1.118238022,,
03/06/2013,0.959873284,0.974959381,1,1.025781322,1.001642741,1.057928913,1.126502576,0.966145833,1.107026144,1.014913341,0.920247934,0.882714326,1.000890472,1.043157076,0.984567901,0.925617185,0.956292906,1.030237581,0.972782896,0.96,1.029850746,1.109540636,0.974701125,0.995119881,1.070181818,1.014707308,1.019014693,1.011954284,1.077278142,1.018296049,1.002219197,1.191149355,1.058287796,0.995085995,1.007038123,0.939709313,0.964285714,1.057542768,0.982857143,0.888735314,,
03/07/2013,0.893182867,1.037937457,0.98255814,0.989512702,0.933621584,1.032466484,1.087398374,0.992158785,0.946863469,0.914614774,0.986379285,0.951597596,0.96863879,0.955646664,0.997021944,0.9788708,0.939937784,1.057861635,0.971370735,0.797297297,0.795142969,0.884288747,0.924536209,0.9554371,1.079850493,0.905023816,0.932145886,0.960576343,1.040635798,0.952255432,0.920664154,1.117647059,1.072289157,1.034567901,0.929528247,0.936748138,0.905797101,0.930882353,0.816860465,0.868584759,,
03/08/2013,1.043625094,1.029278428,0.859467456,1.080493376,1.099190876,1.088704631,1.058411215,0.993331687,1.156664069,1.131133304,1.087101669,1.017952128,1.08358209,1.120514821,1.045590316,1.074309979,1.050407332,1.128418549,0.983998214,1.200564972,1.12364532,1,1.120274395,1.016291006,1.068596602,1.094522862,1.090991811,1.103159186,0.973303228,1.068474975,1.127454791,0.980147738,1.032102729,0.954653938,1.112781955,1.110567531,1.073777778,1.018167457,0.992882562,1.126230976,,
03/09/2013,1.067674268,1.057625252,0.987951807,0.95738204,1.056297785,0.925420319,0.933774834,0.942317255,0.960242588,0.956238004,0.919318816,0.982691052,0.968001695,0.949530108,0.916102842,0.905467721,0.948860882,0.957147875,0.957567506,1.207058824,1.009644893,0.984393758,0.996223463,0.970245938,0.994994111,0.991581703,0.917881568,0.966344499,0.967248908,1.001488527,0.959118033,0.960904381,0.964230171,0.9875,0.944256757,0.996481997,1.024834437,1.18386346,1.139784946,0.932432432,,
03/10/2013,0.937920313,0.955925733,0.729965157,1.047076488,0.989415048,1.068012422,1,0.980474934,0.98245614,1.030911281,0.989826906,0.969425058,1.060420315,0.99340176,1.050713934,0.991633321,1.023499361,1.087706422,1.000552923,1.055555556,1.135475467,1.040243902,0.986894479,0.989362906,1.029002664,1.105462074,1.058116924,1.110388009,1.030615124,0.996533286,1.080430679,1.006372549,1.008064516,1.010126582,1.005963029,1.105221956,1.028271405,0.991480996,1.110062893,0.999147485,,
03/11/2013,0.99598534,0.969595208,0.985680191,1.061999156,1.075756172,1.008868857,1.093144208,1.065931109,1.001428571,1.023364486,1.065194048,0.982859102,1.088976053,1.070110701,1.077944392,1.060895084,1.040678812,0.970647773,0.96613247,1.08033241,1.135755258,0.898007034,0.995610064,1.10888711,1.088869715,1.043288629,1.06225848,1.04585107,1.071731691,0.99453258,0.968782046,0.812469557,1.0128,0.989974937,1.012448133,0.979195311,1.009426551,0.985459352,1.032577904,0.992320819,,
03/12/2013,0.934117108,1.056257606,0.995157385,1.005559968,1.08901871,1.032281309,1.067041522,1.018682151,1.108416548,1.042998478,0.962701613,0.956051622,0.958293839,1.125172414,1.012896682,0.964038728,0.912470024,1.088981578,0.995097238,1.033333333,0.821212121,0.925587467,0.940006063,0.976998453,0.969096672,1.003252894,1.005618432,1.007432664,1.044961042,1,0.952195346,1.145083933,1.009478673,1.015189873,1.012295082,1.01225445,0.990661479,0.992622401,0.983539095,1.028374893,,
03/01/2014,1.010624387,0.94886565,0.99756691,1.093601896,0.955250225,1.079715203,1.049858127,1.002726146,1.055984556,1.037212696,0.974270755,0.971178402,1.044114738,1.112779651,1.088841202,0.986370158,1.112746386,0.958506224,1.015191329,1.122415219,0.991389914,0.950634697,0.967516857,1.030194257,1.040610521,1.009138616,1.028980264,1.051773606,1.100110011,1.014992747,0.974340183,0.956020942,1.004694836,1,0.95951417,0.972551108,0.972505892,0.958108108,0.891213389,0.91722408,,
03/02/2014,1.022076662,0.986270664,1.026829268,0.894907909,0.927078211,0.890483579,0.913127413,0.919426594,0.996343693,0.91523039,1.043605097,1.088279489,0.883289125,0.944092536,0.919590067,1.040363636,1.022437411,1.01964702,0.980182804,0.842299189,0.832092639,0.90504451,0.965032422,0.970690715,1.007857517,0.950436728,0.947273438,0.923651628,0.947444444,0.914721631,0.989312287,0.865826944,0.908255452,1.029925187,0.97588909,0.953536954,0.981421648,0.941466855,1.00312989,1.026435734,,
03/03/2014,1.071279373,1.056534091,1.06888361,1.067070218,1.052300718,1.048932772,1.093446089,1.024731183,0.996941896,1.060722521,1.043107253,1.036589575,1.063063063,1.140898483,1.135305044,1.048933939,0.937860938,0.816786414,0.931589371,0.840769904,1.028827038,1.031147541,1.011617684,1.040751689,1.04547817,1.018805794,1.028453374,1.008161051,1.077049373,1.04758311,1.011188452,1.113219481,0.990053164,1.016949153,1.00123533,1.050479716,1.028806584,0.972284644,0.965678627,0.974245115,,
